;blues;classical;country;disco;hiphop;jazz;metal;pop;reggae;rock
Mean Variance;0.07642022;0.08623953;0.068070695;0.074817106;0.07260254;0.09615085;0.05577409;0.055320352;0.08283008;0.08411136
